OTU_num	s1.1	s1.2	s1.3	s1.4	s1.5	s1.6	s1.7	s1.8	s2.1	s2.2	s2.3	s2.4	s2.5	s2.6	s2.7	s2.8	s3.1	s3.2	s3.3	s3.4	s3.5	s3.6	s3.7	s3.8	s4.1	s4.2	s4.3	s4.4	s4.5	s4.6	s4.7	s4.8	s5.1	s5.2	s5.3	s5.4	s5.5	s5.6	s5.7	s5.8
OTU_2185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0.000106247	0	0.000106247	0	0	0	0	0	0
OTU_2186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_2187	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0.000318742	0	0
OTU_2190	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0
OTU_2193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0
OTU_2196	0.000212495	0	0.000106247	0	0	0	0	0	0	0	0	0.000212495	0	0.000106247	0	0	0.000318742	0.000212495	0.000106247	0	0	0	0	0	0.000106247	0.000106247	0.000106247	0	0	0	0	0	0.000106247	0.000212495	0	0.000106247	0	0	0.000106247	0
OTU_2199	0	0	0	0	0	0	0.000106247	0	0	0.000212495	0	0	0	0	0.000106247	0.000106247	0	0.000106247	0	0	0	0.000106247	0.000106247	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0.000106247	0
OTU_2202	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0.000212495	0.000531237	0.000106247	0	0	0.000212495	0	0	0	0	0	0.000106247	0	0	0.000212495	0.000106247	0	0	0.000212495	0
OTU_2208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0.000106247	0.000106247	0.000106247	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0.000106247	0	0	0
OTU_2210	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2212	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2216	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0
OTU_2223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2226	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0
OTU_2234	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0
OTU_2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_2236	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0.000212495	0	0
OTU_2237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_2242	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0.000106247	0	0	0.000106247	0	0	0.000106247	0.000106247
OTU_2245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0
OTU_2247	0	0	0	0	0	0.000212495	0.000318742	0	0	0	0	0	0	0.000106247	0	0	0	0	0.000424989	0	0.000637484	0	0.000106247	0	0	0	0	0	0	0	0	0	0.000212495	0.000212495	0	0.000106247	0.000106247	0	0.000212495	0.000212495
OTU_2252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0
OTU_2257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0
OTU_2260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0
OTU_2261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2266	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2269	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2272	0	0.000106247	0	0.000212495	0.000318742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0
OTU_2278	0	0	0	0	0.000106247	0	0	0	0	0	0.000106247	0.000106247	0	0.000212495	0.000212495	0.000106247	0.000106247	0	0	0	0.000106247	0.000106247	0	0	0	0	0	0	0	0	0	0	0.000212495	0.000212495	0	0	0	0.000212495	0	0
OTU_2283	0	0	0.000106247	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0.000106247	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2284	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2295	0	0	0	0.000106247	0	0.000106247	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0.000212495	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0
OTU_2298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0
OTU_2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0
OTU_2302	0.000212495	0.000106247	0	0	0	0.000106247	0	0.000106247	0	0.000106247	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0.000212495	0.000424989	0	0.000106247	0.000106247	0	0	0
OTU_2305	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0.000318742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2309	0.000106247	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_2310	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0
OTU_2312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_2314	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2317	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2327	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000531237	0	0	0	0	0.000212495
OTU_2328	0.000212495	0.000106247	0.000106247	0.000212495	0.000212495	0.000212495	0.000106247	0.000212495	0.000318742	0.000212495	0.000106247	0.000212495	0.000212495	0	0.000212495	0.000318742	0.000106247	0.000531237	0.001062473	0.000212495	0.000424989	0.000424989	0.000849979	0.000424989	0.001168721	0.001062473	0.000318742	0.001168721	0.000531237	0.000424989	0.000743731	0.000637484	0.001168721	0.001062473	0.000849979	0.000743731	0.000531237	0.000531237	0.000956226	0.000637484
OTU_2329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_2330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2331	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2333	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0
OTU_2335	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2337	0	0.000106247	0.000106247	0	0.000106247	0	0	0	0.000106247	0.000106247	0.000212495	0.000212495	0	0	0	0	0.000106247	0	0	0	0	0.000106247	0.000106247	0	0	0.000212495	0	0	0.000318742	0.000106247	0	0.000106247	0.000212495	0	0	0	0	0	0.000106247	0
OTU_2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0
OTU_2341	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000318742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2347	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0
OTU_2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0
OTU_2350	0	0.000106247	0	0	0.000106247	0	0	0.000106247	0.000106247	0	0	0	0.000106247	0	0	0	0	0.000106247	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_2354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0.000318742	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_2356	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2359	0.000212495	0.000106247	0	0.000424989	0.000212495	0.000424989	0.000318742	0	0.000106247	0.000106247	0.000318742	0.000318742	0.000212495	0.000318742	0.000106247	0.000106247	0.000318742	0.000212495	0.000637484	0.000424989	0.000637484	0.000318742	0.000849979	0.000849979	0.000318742	0.000637484	0.000212495	0.000212495	0.000743731	0.000637484	0.000318742	0.000849979	0.001062473	0.000956226	0.000318742	0.000424989	0.000318742	0.000531237	0.000743731	0.000106247
OTU_2361	0	0	0	0	0	0	0	0	0	0	0.000106247	0.000106247	0	0	0	0.000212495	0.000424989	0	0.000106247	0	0.000424989	0	0.000106247	0	0	0	0.000106247	0	0	0	0	0	0.000106247	0	0	0	0	0.000106247	0	0
OTU_2363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0
OTU_2370	0	0	0	0	0	0.000106247	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0
OTU_2375	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2377	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_2379	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0.000318742	0	0	0.000106247	0.000106247	0	0	0	0	0.000106247	0	0	0.000424989	0	0	0
OTU_2381	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0.000212495	0	0	0	0	0.000106247	0	0	0	0.000106247	0	0.000106247	0	0	0	0	0.000212495	0	0.000106247	0.000106247	0	0.000106247	0	0.000106247
OTU_2386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0
OTU_2391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0
OTU_2395	0.000106247	0	0	0	0	0.000106247	0	0	0	0	0	0	0.000106247	0.000106247	0.000106247	0	0	0	0.000106247	0	0	0	0.000106247	0	0	0	0.000106247	0	0	0	0	0	0.000106247	0.000106247	0	0	0	0	0.000106247	0
OTU_2403	0	0.000318742	0	0.000212495	0	0	0.000106247	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0
OTU_2405	0	0	0	0	0.000212495	0	0	0.000106247	0	0	0	0	0	0	0	0	0.000212495	0	0.000106247	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0.000106247	0.000318742	0	0	0	0	0	0	0
OTU_2406	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2408	0.000212495	0	0	0.000106247	0	0	0	0	0	0.000318742	0	0.000318742	0	0	0	0	0.000106247	0.000106247	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0.000212495	0.000106247	0	0	0	0	0	0
OTU_2412	0	0	0	0.000212495	0.000212495	0	0.000106247	0.000106247	0	0.000212495	0	0	0	0.000106247	0	0.000106247	0.000106247	0	0	0	0	0.000212495	0.000106247	0	0	0	0	0	0	0.000212495	0	0.000106247	0.000212495	0	0	0	0.000106247	0	0.000106247	0
OTU_2413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_2414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0
OTU_2415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0	0	0	0	0	0	0	0.000318742	0	0.000318742
OTU_2420	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2422	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0
OTU_2426	0	0.000106247	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0.000318742	0.000106247	0.000106247	0.000212495	0	0.000106247	0	0	0	0	0	0.000106247	0	0	0.000106247	0.000106247	0	0.000318742	0	0.000106247	0	0	0.000106247	0
OTU_2428	0	0	0	0.000212495	0	0.000212495	0	0.000106247	0	0	0	0	0	0	0.000106247	0	0.000106247	0	0	0	0	0.000106247	0.000106247	0	0	0.000212495	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0.000106247
OTU_2430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0	0
OTU_2431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2435	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0
OTU_2442	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_2444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000424989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2445	0	0.000106247	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0
OTU_2446	0	0	0	0.000106247	0	0	0	0.000212495	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0.000106247	0	0	0.000106247	0.000318742	0.000743731	0
OTU_2450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2451	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0.000106247	0	0	0.000212495	0	0.000106247	0	0.000106247	0	0	0	0	0	0.000106247
OTU_2457	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0.000106247	0.000106247	0	0
OTU_2458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000318742	0	0	0	0	0	0.000106247	0	0	0	0	0.000106247	0	0	0.000106247
OTU_2459	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0.000106247	0	0	0.000106247	0	0	0	0	0.000106247	0	0.000106247
OTU_2461	0.000212495	0.000106247	0.000106247	0.000106247	0.000106247	0.000318742	0	0	0	0	0.000106247	0	0	0.000106247	0	0	0	0	0.000106247	0	0	0	0	0.000212495	0.000106247	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0.000106247
OTU_2462	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0
OTU_2464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2468	0	0.000212495	0	0	0	0	0	0.000106247	0	0	0	0.000212495	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0
OTU_2470	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0
OTU_2479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000531237	0	0.000318742	0	0	0	0	0	0	0	0	0	0	0.000106247	0.000106247	0	0	0.000106247	0	0	0	0
OTU_2483	0	0	0	0.000106247	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0.000106247	0.000106247	0	0	0	0.000106247	0	0	0	0	0	0.000212495	0	0.000106247	0	0.000106247	0	0	0	0	0	0.000106247	0	0
OTU_2485	0	0.000212495	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0.000318742	0.000531237	0.000318742	0.000212495	0.000106247	0.000106247	0.000212495	0	0.000106247	0	0.000212495	0.000424989	0	0.000212495	0.000106247	0	0	0.000424989	0.000318742	0.000318742	0.000106247	0.000212495	0.000424989	0.000531237
OTU_2487	0	0.000212495	0	0	0	0.000212495	0.000212495	0.000106247	0	0	0	0	0	0	0.000212495	0	0	0	0.000106247	0	0	0.000106247	0.000106247	0.000318742	0.000106247	0.000212495	0	0.000212495	0	0.000106247	0.000318742	0.000212495	0.000106247	0.000106247	0	0.000212495	0	0	0.000212495	0
OTU_2488	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2490	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0.000212495	0	0	0.000106247	0.000106247	0.000106247	0	0.000106247	0	0	0	0	0.000212495	0	0.000212495	0	0	0.000106247	0.000212495	0.000212495	0
OTU_2495	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000318742	0.000106247	0	0	0.000106247	0.000106247	0	0
OTU_2497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0
OTU_2501	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2511	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0.000212495	0.000106247	0	0	0	0	0.000318742	0	0	0	0	0	0	0	0.000318742	0.000212495	0	0	0	0	0	0	0.000106247	0	0	0
OTU_2512	0	0	0	0	0	0	0.000212495	0	0.000637484	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2513	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2520	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0.000212495	0
OTU_2524	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0.000849979	0	0	0.000318742	0	0	0	0.000106247	0.000106247	0	0.000106247	0	0
OTU_2525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0
